Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,4.109375,4.468750,4.023438,4.460938,1.545289,38801600
1985-02-01,4.437500,4.828125,4.406250,4.828125,1.672484,54888000
1985-03-01,4.843750,4.968750,4.757813,4.859375,1.701833,68363200
1985-04-01,4.875000,5.015625,4.718750,4.781250,1.674472,38932800
1985-05-01,4.781250,5.375000,4.687500,5.343750,1.871468,32776000
1985-06-01,5.359375,5.648438,5.234375,5.406250,1.912914,37987200
1985-07-01,5.414063,5.609375,5.242188,5.304688,1.876977,34582400
1985-08-01,5.296875,5.500000,5.062500,5.414063,1.915679,71288000
1985-09-01,5.398438,5.500000,5.187500,5.406250,1.931789,18574400
1985-10-01,5.390625,5.898438,5.390625,5.859375,2.093703,40955200
1985-11-01,5.867188,6.578125,5.851563,6.484375,2.317030,38297600
1985-12-01,6.476563,6.992188,6.281250,6.968750,2.511315,46110400
1986-01-01,6.960938,7.093750,6.281250,6.812500,2.455005,47269600
1986-02-01,6.812500,7.531250,6.625000,7.500000,2.702759,35830400
1986-03-01,7.500000,9.531250,6.953125,9.312500,3.383802,87884000
1986-04-01,9.312500,9.375000,8.343750,8.421875,3.060183,66958400
1986-05-01,8.406250,9.718750,8.296875,9.468750,3.440575,49041600
1986-06-01,9.406250,10.203125,9.171875,10.109375,3.696743,56815200
1986-07-01,10.109375,10.437500,9.062500,9.406250,3.439628,56270400
1986-08-01,9.375000,10.296875,9.109375,9.734375,3.559615,36842400
1986-09-01,9.734375,9.734375,8.000000,8.171875,3.006347,59355200
1986-10-01,8.203125,9.375000,8.140625,9.343750,3.437469,40868800
1986-11-01,9.250000,9.531250,8.875000,9.390625,3.454714,37919200
1986-12-01,9.265625,9.812500,9.171875,9.281250,3.435509,45468800
1987-01-01,9.250000,11.093750,9.250000,10.812500,4.002310,79860800
1987-02-01,10.812500,11.937500,10.328125,11.796875,4.366685,57639200
1987-03-01,11.765625,12.625000,11.171875,11.437500,4.258271,84284000
1987-04-01,11.312500,12.375000,10.703125,11.375000,4.235003,76188000
1987-05-01,11.375000,12.171875,10.328125,11.000000,4.095386,60632000
1987-06-01,11.156250,11.984375,11.078125,11.734375,4.392907,45666400
1987-07-01,11.734375,12.000000,11.140625,12.000000,4.492344,50394400
1987-08-01,11.687500,12.859375,11.609375,12.281250,4.597634,59241600
1987-09-01,12.281250,13.468750,11.296875,12.031250,4.527111,83472800
1987-10-01,12.093750,12.640625,7.218750,9.625000,3.621691,105944800
1987-11-01,9.609375,9.843750,8.140625,8.375000,3.151340,47897600
1987-12-01,8.531250,10.000000,7.781250,9.750000,3.692624,55590400
1988-01-01,9.781250,10.281250,9.328125,9.562500,3.621611,52026400
1988-02-01,9.562500,10.015625,8.843750,9.828125,3.722214,37284000
1988-03-01,9.890625,10.937500,9.531250,10.500000,4.008801,75860800
1988-04-01,10.406250,10.453125,9.562500,10.000000,3.817904,63718400
1988-05-01,9.968750,10.046875,8.984375,9.984375,3.811938,42820800
1988-06-01,10.046875,10.625000,9.968750,10.468750,4.026171,47012000
