Date,Open,High,Low,Close,Adj Close,Volume
2020-02-27,56.779999,57.380001,55.029999,55.060001,52.737122,25907200
2020-02-28,53.740002,54.180000,52.180000,54.160000,51.875092,45881200
2020-03-02,55.160000,57.540001,54.880001,57.320000,54.901775,30736200
2020-03-03,57.209999,58.049999,55.220001,55.700001,53.350121,27500200
2020-03-04,56.610001,58.250000,56.110001,58.119999,55.668030,17626400
2020-03-05,56.869999,57.520000,56.490002,57.160000,54.748528,21249900
2020-03-06,55.290001,57.209999,55.099998,56.869999,54.470757,22510800
2020-03-09,54.369999,57.580002,54.009998,55.830002,53.474644,31862200
2020-03-10,56.070000,56.889999,53.919998,56.520000,54.135529,34330900
2020-03-11,55.360001,55.529999,54.189999,54.830002,52.516830,21147400
2020-03-12,51.950001,54.000000,50.750000,51.200001,49.039967,45610600
2020-03-13,53.000000,54.369999,51.450001,54.169998,51.884666,45744000
2020-03-16,50.900002,53.200001,49.020000,50.990002,48.838829,36990400
2020-03-17,51.500000,55.480000,51.490002,54.310001,52.018764,33898000
2020-03-18,53.990002,55.930000,50.880001,54.320000,52.028339,38417400
2020-03-19,53.759998,54.919998,52.779999,53.619999,51.357872,33024900
2020-03-20,52.720001,53.040001,50.709999,51.799999,49.614655,46013800
2020-03-23,50.610001,53.270000,49.130001,50.310001,48.187519,39225100
2020-03-24,51.959999,51.959999,49.180000,49.990002,47.881016,40626900
2020-03-25,49.360001,51.910000,48.840000,49.939999,47.833126,38551300
2020-03-26,49.590000,53.900002,49.509998,53.540001,51.281246,32610900
2020-03-27,52.150002,53.840000,51.540001,52.770000,50.543732,25363600
2020-03-30,53.490002,55.029999,52.939999,54.770000,52.459354,20660200
2020-03-31,54.070000,54.540001,53.549999,53.730000,51.463234,21251800
2020-04-01,52.500000,53.450001,52.160000,52.919998,50.687401,18672600
2020-04-02,53.560001,55.500000,53.090000,55.250000,52.919102,20159400
2020-04-03,55.000000,55.240002,54.279999,54.700001,52.392311,17612500
2020-04-06,55.770000,56.939999,54.980000,56.700001,54.307934,20284400
2020-04-07,57.040001,57.880001,56.410000,56.980000,54.576118,21786000
2020-04-08,57.259998,58.020000,56.619999,57.799999,55.361523,18234200
2020-04-09,56.910000,58.099998,56.880001,57.439999,55.608395,19693900
2020-04-13,57.389999,57.599998,56.360001,56.669998,54.862949,12977700
2020-04-14,57.310001,58.400002,56.959999,58.139999,56.286076,16765600
2020-04-15,57.560001,58.009998,56.709999,56.930000,55.114658,18372800
2020-04-16,57.290001,58.000000,56.849998,57.660000,55.821384,17825800
2020-04-17,58.060001,58.680000,57.740002,58.459999,56.595871,15054300
2020-04-20,58.099998,58.910000,57.959999,58.130001,56.276398,14002200
2020-04-21,57.389999,58.040001,56.720001,56.820000,55.008163,14234500
2020-04-22,57.410000,58.570000,57.230000,57.990002,56.140862,12703200
2020-04-23,58.119999,58.660000,57.470001,57.590000,55.753613,15684400
2020-04-24,57.639999,57.990002,56.830002,57.930000,56.082771,15373600
2020-04-27,57.930000,58.290001,57.200001,57.810001,55.966599,16050100
2020-04-28,57.820000,58.380001,57.619999,57.830002,55.985962,13392600
2020-04-29,58.380001,58.599998,57.700001,58.119999,56.266716,17818100
2020-04-30,57.830002,57.959999,57.209999,57.450001,55.618076,17532400
2020-05-01,57.759998,57.790001,56.529999,56.830002,55.017845,13857400
2020-05-04,56.849998,57.029999,55.799999,56.240002,54.446667,11833600
2020-05-05,56.000000,56.939999,56.000000,56.509998,54.708050,10902400
2020-05-06,56.360001,56.660000,55.540001,55.639999,53.865795,12460400
2020-05-07,56.099998,56.150002,55.180000,55.580002,53.807709,14083100
2020-05-08,56.220001,57.029999,56.029999,57.000000,55.182426,11100300
2020-05-11,56.869999,56.910000,56.240002,56.400002,54.601559,12636800
2020-05-12,56.750000,56.750000,55.450001,55.459999,53.691528,13117700
2020-05-13,55.160000,55.549999,54.560001,54.849998,53.100983,20604500
2020-05-14,54.500000,54.930000,53.849998,54.910000,53.159069,15859200
2020-05-15,54.630001,54.759998,54.209999,54.709999,52.965446,10174000
2020-05-18,55.650002,56.200001,55.040001,55.720001,53.943241,15739200
2020-05-19,55.430000,55.549999,54.320000,54.380001,52.645973,18467100
2020-05-20,54.540001,54.900002,54.049999,54.259998,52.529797,21405400
2020-05-21,54.430000,54.639999,53.860001,53.970001,52.249046,18201000
2020-05-22,53.959999,54.290001,53.669998,54.099998,52.374897,19960000
2020-05-26,54.900002,55.250000,54.180000,54.299999,52.568520,20830500
2020-05-27,54.610001,55.220001,54.430000,55.139999,53.381737,17063800
2020-05-28,55.580002,55.790001,55.160000,55.720001,53.943241,15427900
2020-05-29,55.330002,57.790001,54.889999,57.380001,55.550308,34255800
2020-06-01,56.700001,56.900002,55.750000,55.779999,54.001331,18156100
2020-06-02,55.820000,56.459999,55.540001,56.400002,54.601559,17300400
2020-06-03,56.520000,56.980000,56.299999,56.830002,55.017845,16086700
2020-06-04,56.740002,57.369999,56.509998,57.220001,55.395416,16147300
2020-06-05,57.750000,58.119999,57.080002,57.740002,55.898830,17105600
2020-06-08,57.650002,58.200001,57.270000,58.090000,56.237671,14963000
2020-06-09,57.750000,58.130001,57.369999,57.860001,56.015003,14530800
2020-06-10,57.900002,58.230000,57.700001,58.049999,56.198944,13649100
2020-06-11,57.480000,57.939999,56.400002,56.450001,54.649967,23412500
2020-06-12,56.630001,56.810001,55.790001,56.529999,54.727409,17129000
2020-06-15,55.730000,56.540001,55.279999,56.150002,54.359535,14826800
2020-06-16,56.830002,57.320000,56.240002,56.919998,55.104977,15021300
2020-06-17,57.139999,57.169998,56.509998,56.650002,54.843590,10652100
2020-06-18,56.500000,56.959999,56.369999,56.889999,55.075932,9019500
2020-06-19,57.349998,57.470001,56.000000,56.160000,54.369213,28868200
2020-06-22,55.910000,56.259998,55.610001,55.660000,53.885155,12333900
2020-06-23,55.750000,55.849998,54.910000,54.939999,53.188110,20716400
2020-06-24,54.540001,54.560001,53.459999,53.930000,52.210323,24794600
2020-06-25,53.910000,54.389999,53.340000,54.279999,52.549160,17122500
2020-06-26,54.040001,54.060001,52.849998,53.160000,51.464874,30211900
2020-06-29,53.310001,54.709999,53.310001,54.689999,52.946083,15930300
2020-06-30,54.919998,55.290001,54.360001,55.130001,53.372059,17414800
2020-07-01,55.090000,55.330002,54.580002,54.669998,52.926723,12831600
2020-07-02,55.049999,55.410000,54.740002,54.790001,53.042900,15814500
2020-07-06,55.349998,55.430000,54.910000,55.240002,53.478550,11231100
2020-07-07,54.919998,55.330002,54.799999,55.040001,53.284927,13319700
2020-07-08,55.110001,55.439999,54.820000,55.380001,53.614086,15320800
2020-07-09,54.650002,54.650002,53.750000,53.939999,52.806423,17618400
2020-07-10,53.840000,54.580002,53.840000,54.490002,53.344868,15652200
2020-07-13,54.750000,54.770000,54.139999,54.450001,53.305706,15285100
2020-07-14,54.430000,55.650002,54.270000,55.439999,54.274899,15683600
2020-07-15,55.610001,55.720001,55.020000,55.060001,53.902885,13903600
2020-07-16,54.869999,55.830002,54.759998,55.779999,54.607754,13477400
2020-07-17,56.000000,56.599998,55.889999,56.299999,55.116825,13506300
2020-07-20,56.279999,56.279999,55.660000,55.869999,54.695862,10572900
2020-07-21,55.840000,56.500000,55.799999,55.840000,54.666492,12620900
2020-07-22,55.840000,55.950001,55.369999,55.750000,54.578384,11223500
2020-07-23,55.810001,56.090000,55.400002,55.849998,54.676281,16718700
2020-07-24,56.349998,57.570000,56.139999,56.849998,55.655266,17981700
2020-07-27,57.000000,57.330002,56.509998,56.869999,55.674847,12306700
2020-07-28,57.049999,57.700001,56.970001,57.480000,56.272030,13454700
2020-07-29,57.369999,57.689999,57.160000,57.450001,56.242661,9341800
2020-07-30,57.209999,57.459999,57.139999,57.299999,56.095810,12635800
2020-07-31,56.849998,57.500000,56.650002,57.480000,56.272030,16202900
2020-08-03,57.869999,57.869999,57.119999,57.240002,56.037075,13493400
