Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,11.416667,13.000000,11.041667,12.500000,3.171975,12146400
1985-02-01,12.416667,14.333333,12.208333,13.125000,3.330574,13131900
1985-03-01,13.125000,13.416667,12.375000,12.500000,3.171975,16036200
1985-04-01,12.541667,13.625000,12.333333,12.625000,3.255448,10235100
1985-05-01,12.791667,14.500000,12.708333,13.791667,3.556283,20562900
1985-06-01,13.916667,13.958333,13.166667,13.750000,3.545537,10256400
1985-07-01,13.708333,14.833333,13.375000,13.625000,3.566918,12544800
1985-08-01,13.750000,13.875000,12.958333,13.333333,3.490561,13746000
1985-09-01,13.333333,13.375000,11.083333,11.166667,2.923346,13442700
1985-10-01,11.166667,13.208333,11.166667,12.958333,3.446140,9136500
1985-11-01,13.000000,13.916667,12.833333,13.833333,3.678838,9941700
1985-12-01,13.875000,15.416667,13.708333,15.125000,4.022345,14478600
1986-01-01,15.166667,16.333332,13.583333,14.750000,3.979004,14793300
1986-02-01,14.791667,16.125000,13.666667,16.000000,4.316207,14282100
1986-03-01,15.916667,18.416668,15.500000,18.208332,4.911938,21047400
1986-04-01,18.125000,18.750000,16.708332,17.750000,4.852006,10553700
1986-05-01,17.750000,17.958332,16.291668,17.791668,4.863397,12602400
1986-06-01,17.750000,17.791668,16.541668,17.083332,4.669772,17952600
1986-07-01,17.083332,17.416668,14.500000,14.625000,4.047898,8619300
1986-08-01,14.625000,16.333332,14.458333,16.250000,4.497665,9460800
1986-09-01,16.250000,16.416668,14.125000,14.458333,4.001767,13703100
1986-10-01,14.458333,15.000000,14.166667,14.625000,4.105597,7597200
1986-11-01,14.541667,15.041667,14.125000,14.833333,4.164082,6442800
1986-12-01,14.791667,15.833333,14.083333,14.083333,3.953536,17279700
1987-01-01,14.083333,16.166668,14.083333,15.625000,4.448506,12015300
1987-02-01,15.666667,16.500000,15.125000,15.500000,4.412915,9301500
1987-03-01,15.500000,15.916667,14.500000,14.583333,4.151939,14544000
1987-04-01,14.500000,15.208333,13.375000,14.166667,4.092048,10050600
1987-05-01,14.166667,14.958333,13.208333,14.000000,4.043905,10519200
1987-06-01,14.000000,15.708333,13.875000,14.000000,4.043905,20348100
1987-07-01,13.916667,14.416667,13.166667,13.250000,3.885989,9550200
1987-08-01,13.208333,15.125000,13.041667,13.458333,3.947091,18011100
1987-09-01,13.416667,13.458333,12.208333,12.708333,3.727128,16773300
1987-10-01,12.708333,12.958333,8.166667,9.000000,2.686227,15050100
1987-11-01,9.000000,10.000000,8.250000,8.583333,2.561866,10311000
1987-12-01,8.541667,8.750000,6.750000,7.125000,2.126598,26352900
1988-01-01,7.000000,7.708333,6.666667,7.166667,2.200745,17655900
1988-02-01,7.125000,8.333333,6.875000,8.333333,2.559006,21751200
1988-03-01,8.333333,8.541667,7.041667,7.125000,2.187951,54780000
1988-04-01,7.125000,8.333333,7.083333,8.208333,2.590382,12093600
1988-05-01,8.208333,9.708333,8.000000,9.625000,3.037452,23106900
1988-06-01,9.625000,10.750000,9.541667,10.208333,3.221538,46599300
1988-07-01,10.125000,10.500000,9.666667,10.458333,3.373254,9426600
1988-08-01,10.458333,11.250000,10.166667,10.666667,3.440452,19856700
1988-09-01,10.625000,11.208333,10.416667,10.666667,3.440452,27235500
1988-10-01,10.583333,11.250000,10.000000,10.625000,3.500247,12860400
1988-11-01,10.583333,11.250000,10.541667,11.125000,3.664966,7933200
1988-12-01,11.125000,11.291667,10.125000,10.333333,3.404161,11534100
1989-01-01,10.250000,11.166667,10.166667,10.833333,3.643390,16858800
1989-02-01,10.791667,11.208333,10.166667,10.416667,3.503262,13422000
1989-03-01,10.500000,12.083333,10.083333,12.041667,4.049769,27424800
1989-04-01,12.083333,12.208333,11.375000,12.000000,4.125528,14952600
1989-05-01,12.000000,12.166667,11.166667,11.791667,4.053905,14759400
1989-06-01,11.958333,12.416667,11.458333,11.958333,4.111203,13857000
1989-07-01,12.041667,13.000000,11.875000,12.958333,4.538694,13837500
1989-08-01,13.000000,13.208333,12.291667,12.708333,4.451132,11196600
1989-09-01,12.625000,13.625000,12.000000,13.625000,4.772195,11573700
1989-10-01,13.541667,13.708333,10.833333,11.208333,3.998011,14414100
1989-11-01,11.166667,11.208333,10.333333,10.583333,3.775071,42286500
1989-12-01,10.541667,11.000000,9.500000,9.958333,3.552135,38281500
1990-01-01,9.958333,10.458333,8.333333,8.583333,3.127101,27858000
1990-02-01,8.583333,9.208333,8.333333,8.541667,3.111921,30763800
1990-03-01,8.541667,9.166667,7.583333,7.791667,2.838679,44307300
1990-04-01,7.666667,8.291667,7.583333,7.791667,2.910651,30184500
1990-05-01,7.791667,9.166667,7.750000,9.125000,3.408732,20227200
1990-06-01,9.208333,9.708333,8.083333,8.500000,3.175256,20486100
1990-07-01,8.541667,8.625000,7.625000,7.666667,2.934277,15733500
1990-08-01,7.583333,8.166667,6.625000,7.208333,2.758857,28354800
1990-09-01,7.208333,7.666667,4.416667,5.166667,1.977447,33731100
1990-10-01,5.166667,5.458333,3.208333,3.375000,1.331295,41941500
1990-11-01,3.416667,4.291667,3.416667,3.791667,1.495652,26049300
1990-12-01,3.875000,4.666667,3.541667,3.583333,1.413473,46573500
1991-01-01,3.625000,4.500000,3.500000,4.375000,1.758939,23026200
1991-02-01,4.416667,6.000000,4.375000,5.500000,2.211238,41669400
1991-03-01,5.541667,6.125000,5.083333,5.791667,2.328500,21389400
1991-04-01,5.791667,7.375000,5.500000,6.833333,2.786544,30634500
1991-05-01,6.791667,7.125000,6.041667,7.125000,2.905481,21214200
1991-06-01,7.041667,8.250000,6.875000,7.125000,2.905481,28551600
1991-07-01,7.125000,9.166667,6.833333,8.541667,3.519462,52598400
1991-08-01,8.500000,10.041667,8.416667,8.833333,3.639637,43798800
1991-09-01,8.875000,8.958333,8.250000,8.458333,3.485125,20698800
1991-10-01,8.375000,8.833333,7.625000,8.250000,3.431659,33439800
1991-11-01,8.291667,8.458333,7.041667,7.041667,2.929043,29811600
1991-12-01,7.041667,7.833333,6.166667,7.083333,2.946374,47711400
1992-01-01,7.291667,10.166667,7.291667,9.333333,3.940651,146065500
1992-02-01,9.333333,11.375000,9.291667,11.208333,4.732298,91708500
1992-03-01,11.208333,11.875000,10.083333,10.916667,4.609153,74663700
1992-04-01,10.875000,12.500000,9.666667,11.708333,4.988242,86937300
1992-05-01,11.750000,13.125000,11.666667,12.166667,5.183513,59070900
1992-06-01,12.291667,12.833333,11.583333,12.375000,5.272271,59473200
1992-07-01,12.500000,13.166667,11.083333,11.625000,4.993087,84711300
