Date,PFE,MRK,ABT,LLY,AMGN,BMY,DHR
6/1/2020,31.024668,77.330002,91.43,164.179993,235.860001,58.799999,176.830002
7/1/2020,36.508537,80.239998,100.639999,150.289993,244.669998,58.66,203.800003
8/1/2020,35.853889,85.269997,109.470001,148.389999,253.320007,62.200001,206.470001
9/1/2020,34.819733,82.949997,108.830002,148.020004,254.160004,60.290001,215.330002
10/1/2020,33.662239,75.209999,105.110001,130.460007,216.940002,58.450001,229.539993
11/1/2020,38.310001,80.389999,108.220001,145.649994,222.039993,62.400002,224.630005
12/1/2020,36.810001,81.800003,109.489998,168.839996,229.919998,62.029999,222.139999
1/1/2021,35.900002,77.07,123.589996,207.970001,241.429993,61.43,237.839996
2/1/2021,33.490002,72.620003,119.779999,204.889999,224.919998,61.330002,219.669998
3/1/2021,34.389999,73.129997,117.25,206.919998,227.729996,60.43,218.350006
3/5/2021,34.389999,73.129997,117.25,206.919998,227.729996,60.43,218.350006
